-2.5 -2.5 -2.5 -1.79843
-2.4 -2.5 -2.5 -1.684
-2.3 -2.5 -2.5 -1.63268
-2.2 -2.5 -2.5 -1.53795
-2.1 -2.5 -2.5 -1.49152
-2 -2.5 -2.5 -1.40329
-1.9 -2.5 -2.5 -1.34489
-1.8 -2.5 -2.5 -1.27352
-1.7 -2.5 -2.5 -1.20034
-1.6 -2.5 -2.5 -1.14506
-1.5 -2.5 -2.5 -1.06937
-1.4 -2.5 -2.5 -1.00115
-1.3 -2.5 -2.5 -0.93284
-1.2 -2.5 -2.5 -0.868736
-1.1 -2.5 -2.5 -0.796579
-1 -2.5 -2.5 -0.729564
-0.9 -2.5 -2.5 -0.657981
-0.8 -2.5 -2.5 -0.587746
-0.7 -2.5 -2.5 -0.516298
-0.6 -2.5 -2.5 -0.444929
-0.5 -2.5 -2.5 -0.370426
-0.4 -2.5 -2.5 -0.299379
-0.3 -2.5 -2.5 -0.225807
-0.2 -2.5 -2.5 -0.151857
-0.1 -2.5 -2.5 -0.0724493
-0 -2.5 -2.5 0.00267039
0.1 -2.5 -2.5 0.0777718
0.2 -2.5 -2.5 0.145089
0.3 -2.5 -2.5 0.218968
0.4 -2.5 -2.5 0.301544
0.5 -2.5 -2.5 0.375158
0.6 -2.5 -2.5 0.44806
0.7 -2.5 -2.5 0.50961
0.8 -2.5 -2.5 0.580583
0.9 -2.5 -2.5 0.661472
1 -2.5 -2.5 0.730596
1.1 -2.5 -2.5 0.798972
1.2 -2.5 -2.5 0.857198
1.3 -2.5 -2.5 0.92473
1.4 -2.5 -2.5 1.00039
1.5 -2.5 -2.5 1.06342
1.6 -2.5 -2.5 1.13073
1.7 -2.5 -2.5 1.19804
1.8 -2.5 -2.5 1.26556
1.9 -2.5 -2.5 1.32222
2 -2.5 -2.5 1.3946
2.1 -2.5 -2.5 1.44829
2.2 -2.5 -2.5 1.52536
2.3 -2.5 -2.5 1.57566
2.4 -2.5 -2.5 1.67064
2.5 -2.5 -2.5 1.71591
-2.5 -2.4 -2.5 -1.78688
-2.4 -2.4 -2.5 -1.68037
-2.3 -2.4 -2.5 -1.63033
-2.2 -2.4 -2.5 -1.54059
-2.1 -2.4 -2.5 -1.49404
-2 -2.4 -2.5 -1.40961
-1.9 -2.4 -2.5 -1.35212
-1.8 -2.4 -2.5 -1.28206
-1.7 -2.4 -2.5 -1.21005
-1.6 -2.4 -2.5 -1.15487
-1.5 -2.4 -2.5 -1.07998
-1.4 -2.4 -2.5 -1.01191
-1.3 -2.4 -2.5 -0.943543
-1.2 -2.4 -2.5 -0.879077
-1.1 -2.4 -2.5 -0.806753
-1 -2.4 -2.5 -0.739153
-0.9 -2.4 -2.5 -0.667108
-0.8 -2.4 -2.5 -0.596209
-0.7 -2.4 -2.5 -0.524014
-0.6 -2.4 -2.5 -0.451768
-0.5 -2.4 -2.5 -0.376361
-0.4 -2.4 -2.5 -0.304219
-0.3 -2.4 -2.5 -0.229543
-0.2 -2.4 -2.5 -0.154439
-0.1 -2.4 -2.5 -0.0739649
-0 -2.4 -2.5 0.00235867
0.1 -2.4 -2.5 0.0786774
0.2 -2.4 -2.5 0.147346
0.3 -2.4 -2.5 0.222429
0.4 -2.4 -2.5 0.306071
0.5 -2.4 -2.5 0.380851
0.6 -2.4 -2.5 0.454895
0.7 -2.4 -2.5 0.517621
0.8 -2.4 -2.5 0.589647
0.9 -2.4 -2.5 0.671501
1 -2.4 -2.5 0.741618
1.1 -2.4 -2.5 0.811068
1.2 -2.4 -2.5 0.870367
1.3 -2.4 -2.5 0.938843
1.4 -2.4 -2.5 1.01539
1.5 -2.4 -2.5 1.07915
1.6 -2.4 -2.5 1.14732
1.7 -2.4 -2.5 1.21537
1.8 -2.4 -2.5 1.28347
1.9 -2.4 -2.5 1.34079
2 -2.4 -2.5 1.41339
2.1 -2.4 -2.5 1.46773
2.2 -2.4 -2.5 1.54488
2.3 -2.4 -2.5 1.59587
2.4 -2.4 -2.5 1.68949
2.5 -2.4 -2.5 1.73554
-2.5 -2.3 -2.5 -1.8053
-2.4 -2.3 -2.5 -1.70094
-2.3 -2.3 -2.5 -1.65013
-2.2 -2.3 -2.5 -1.5615
-2.1 -2.3 -2.5 -1.51326
-2 -2.3 -2.5 -1.4298
-1.9 -2.3 -2.5 -1.37165
-1.8 -2.3 -2.5 -1.301
-1.7 -2.3 -2.5 -1.22844
-1.6 -2.3 -2.5 -1.17219
-1.5 -2.3 -2.5 -1.09679
-1.4 -2.3 -2.5 -1.02776
-1.3 -2.3 -2.5 -0.958386
-1.2 -2.3 -2.5 -0.89275
-1.1 -2.3 -2.5 -0.81952
-1 -2.3 -2.5 -0.750665
-0.9 -2.3 -2.5 -0.677613
-0.8 -2.3 -2.5 -0.605606
-0.7 -2.3 -2.5 -0.532277
-0.6 -2.3 -2.5 -0.458833
-0.5 -2.3 -2.5 -0.382275
-0.4 -2.3 -2.5 -0.308832
-0.3 -2.3 -2.5 -0.232893
-0.2 -2.3 -2.5 -0.156511
-0.1 -2.3 -2.5 -0.0748766
-0 -2.3 -2.5 0.00271319
0.1 -2.3 -2.5 0.0802815
0.2 -2.3 -2.5 0.150311
0.3 -2.3 -2.5 0.22657
0.4 -2.3 -2.5 0.311191
0.5 -2.3 -2.5 0.387017
0.6 -2.3 -2.5 0.46202
0.7 -2.3 -2.5 0.525742
0.8 -2.3 -2.5 0.598526
0.9 -2.3 -2.5 0.680884
1 -2.3 -2.5 0.751517
1.1 -2.3 -2.5 0.821427
1.2 -2.3 -2.5 0.881275
1.3 -2.3 -2.5 0.949903
1.4 -2.3 -2.5 1.02625
1.5 -2.3 -2.5 1.08978
1.6 -2.3 -2.5 1.15755
1.7 -2.3 -2.5 1.22492
1.8 -2.3 -2.5 1.29203
1.9 -2.3 -2.5 1.34863
2 -2.3 -2.5 1.41934
2.1 -2.3 -2.5 1.47279
2.2 -2.3 -2.5 1.54729
2.3 -2.3 -2.5 1.5972
2.4 -2.3 -2.5 1.6856
2.5 -2.3 -2.5 1.7306
-2.5 -2.2 -2.5 -1.79983
-2.4 -2.2 -2.5 -1.70185
-2.3 -2.2 -2.5 -1.65206
-2.2 -2.2 -2.5 -1.5675
-2.1 -2.2 -2.5 -1.51886
-2 -2.2 -2.5 -1.43882
-1.9 -2.2 -2.5 -1.38141
-1.8 -2.2 -2.5 -1.31184
-1.7 -2.2 -2.5 -1.2402
-1.6 -2.2 -2.5 -1.18386
-1.5 -2.2 -2.5 -1.10913
-1.4 -2.2 -2.5 -1.04009
-1.3 -2.2 -2.5 -0.97054
-1.2 -2.2 -2.5 -0.904388
-1.1 -2.2 -2.5 -0.830842
-1 -2.2 -2.5 -0.761225
-0.9 -2.2 -2.5 -0.687573
-0.8 -2.2 -2.5 -0.614787
-0.7 -2.2 -2.5 -0.540586
-0.6 -2.2 -2.5 -0.466147
-0.5 -2.2 -2.5 -0.388579
-0.4 -2.2 -2.5 -0.313933
-0.3 -2.2 -2.5 -0.236785
-0.2 -2.2 -2.5 -0.159143
-0.1 -2.2 -2.5 -0.0763499
-0 -2.2 -2.5 0.00254355
0.1 -2.2 -2.5 0.0814269
0.2 -2.2 -2.5 0.152924
0.3 -2.2 -2.5 0.230478
0.4 -2.2 -2.5 0.316226
0.5 -2.2 -2.5 0.393293
0.6 -2.2 -2.5 0.469502
0.7 -2.2 -2.5 0.53448
0.8 -2.2 -2.5 0.60836
0.9 -2.2 -2.5 0.691686
1 -2.2 -2.5 0.763327
1.1 -2.2 -2.5 0.834329
1.2 -2.2 -2.5 0.895301
1.3 -2.2 -2.5 0.964841
1.4 -2.2 -2.5 1.04199
1.5 -2.2 -2.5 1.10619
1.6 -2.2 -2.5 1.17471
1.7 -2.2 -2.5 1.2427
1.8 -2.2 -2.5 1.31023
1.9 -2.2 -2.5 1.36741
2 -2.2 -2.5 1.43818
2.1 -2.2 -2.5 1.49221
2.2 -2.2 -2.5 1.56654
2.3 -2.2 -2.5 1.61704
2.4 -2.2 -2.5 1.7039
2.5 -2.2 -2.5 1.74955
-2.5 -2.1 -2.5 -1.8172
-2.4 -2.1 -2.5 -1.72159
-2.3 -2.1 -2.5 -1.6712
-2.2 -2.1 -2.5 -1.58796
-2.1 -2.1 -2.5 -1.53764
-2 -2.1 -2.5 -1.45895
-1.9 -2.1 -2.5 -1.40105
-1.8 -2.1 -2.5 -1.3311
-1.7 -2.1 -2.5 -1.25911
-1.6 -2.1 -2.5 -1.20173
-1.5 -2.1 -2.5 -1.12668
-1.4 -2.1 -2.5 -1.05679
-1.3 -2.1 -2.5 -0.986273
-1.2 -2.1 -2.5 -0.918962
-1.1 -2.1 -2.5 -0.84452
-1 -2.1 -2.5 -0.773583
-0.9 -2.1 -2.5 -0.698902
-0.8 -2.1 -2.5 -0.624956
-0.7 -2.1 -2.5 -0.549558
-0.6 -2.1 -2.5 -0.47386
-0.5 -2.1 -2.5 -0.395061
-0.4 -2.1 -2.5 -0.319026
-0.3 -2.1 -2.5 -0.240517
-0.2 -2.1 -2.5 -0.161498
-0.1 -2.1 -2.5 -0.0774553
-0 -2.1 -2.5 0.00280989
0.1 -2.1 -2.5 0.0830504
0.2 -2.1 -2.5 0.156039
0.3 -2.1 -2.5 0.23488
0.4 -2.1 -2.5 0.321691
0.5 -2.1 -2.5 0.399916
0.6 -2.1 -2.5 0.477192
0.7 -2.1 -2.5 0.543295
0.8 -2.1 -2.5 0.618035
0.9 -2.1 -2.5 0.701959
1 -2.1 -2.5 0.774222
1.1 -2.1 -2.5 0.845857
1.2 -2.1 -2.5 0.907512
1.3 -2.1 -2.5 0.977336
1.4 -2.1 -2.5 1.0544
1.5 -2.1 -2.5 1.1185
1.6 -2.1 -2.5 1.18676
1.7 -2.1 -2.5 1.25424
1.8 -2.1 -2.5 1.32097
1.9 -2.1 -2.5 1.37759
2 -2.1 -2.5 1.4468
2.1 -2.1 -2.5 1.50012
2.2 -2.1 -2.5 1.57222
2.3 -2.1 -2.5 1.62184
2.4 -2.1 -2.5 1.70437
2.5 -2.1 -2.5 1.74918
-2.5 -2 -2.5 -1.8193
-2.4 -2 -2.5 -1.72829
-2.3 -2 -2.5 -1.67826
-2.2 -2 -2.5 -1.59801
-2.1 -2 -2.5 -1.54675
-2 -2 -2.5 -1.47096
-1.9 -2 -2.5 -1.41339
-1.8 -2 -2.5 -1.34416
-1.7 -2 -2.5 -1.27282
-1.6 -2 -2.5 -1.21512
-1.5 -2 -2.5 -1.1406
-1.4 -2 -2.5 -1.07056
-1.3 -2 -2.5 -0.999734
-1.2 -2 -2.5 -0.931777
-1.1 -2 -2.5 -0.856875
-1 -2 -2.5 -0.785002
-0.9 -2 -2.5 -0.709622
-0.8 -2 -2.5 -0.634781
-0.7 -2 -2.5 -0.558405
-0.6 -2 -2.5 -0.481593
-0.5 -2 -2.5 -0.401674
-0.4 -2 -2.5 -0.324308
-0.3 -2 -2.5 -0.244468
-0.2 -2 -2.5 -0.164066
-0.1 -2 -2.5 -0.0787598
-0 -2 -2.5 0.0029147
0.1 -2 -2.5 0.0845587
0.2 -2 -2.5 0.159105
0.3 -2 -2.5 0.239277
0.4 -2 -2.5 0.327163
0.5 -2 -2.5 0.406558
0.6 -2 -2.5 0.484901
0.7 -2 -2.5 0.552135
0.8 -2 -2.5 0.627706
0.9 -2 -2.5 0.712136
1 -2 -2.5 0.784961
1.1 -2 -2.5 0.857148
1.2 -2 -2.5 0.919476
1.3 -2 -2.5 0.989462
1.4 -2 -2.5 1.0663
1.5 -2 -2.5 1.13019
1.6 -2 -2.5 1.19809
1.7 -2 -2.5 1.26495
1.8 -2 -2.5 1.33082
1.9 -2 -2.5 1.38688
2 -2 -2.5 1.45452
2.1 -2 -2.5 1.50719
2.2 -2 -2.5 1.57715
2.3 -2 -2.5 1.62605
2.4 -2 -2.5 1.70458
2.5 -2 -2.5 1.74875
-2.5 -1.9 -2.5 -1.81781
-2.4 -1.9 -2.5 -1.73171
-2.3 -1.9 -2.5 -1.68238
-2.2 -1.9 -2.5 -1.60545
-2.1 -1.9 -2.5 -1.55351
-2 -1.9 -2.5 -1.48098
-1.9 -1.9 -2.5 -1.42406
-1.8 -1.9 -2.5 -1.35585
-1.7 -1.9 -2.5 -1.28545
-1.6 -1.9 -2.5 -1.22758
-1.5 -1.9 -2.5 -1.15389
-1.4 -1.9 -2.5 -1.08391
-1.3 -1.9 -2.5 -1.01294
-1.2 -1.9 -2.5 -0.944483
-1.1 -1.9 -2.5 -0.869275
-1 -1.9 -2.5 -0.796533
-0.9 -1.9 -2.5 -0.720525
